RespondentID,Lot_A_or_B,Do_you_ever_smoke_cigarettes_,Do_you_ever_drink_alcohol_,Do_you_ever_gamble_,Have_you_ever_been_skydiving_,Do_you_ever_drive_above_the_speed_limit_,Have_you_ever_cheated_on_your_significant_other_,Do_you_eat_steak_,How_do_you_like_your_steak_prepared_,Gender,Age,Household_Income,Education,Location__Census_Region_
3234823339.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
3234822951.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$150,000+",Graduate degree,West North Central
3234822610.0,Lottery B,No,Yes,Yes,Yes,Yes,Yes,Yes,Medium rare,Male,45-60,"$25,000 - $49,999",Graduate degree,West North Central
3234822589.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$150,000+",Graduate degree,Pacific
3234822326.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,30-44,"$100,000 - $149,999",Bachelor degree,New England
3234821979.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$25,000 - $49,999",Graduate degree,New England
3234821435.0,Lottery A,Yes,No,No,Yes,Yes,Yes,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3234821131.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3234820975.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$150,000+",Bachelor degree,Pacific
3234820540.0,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain
3234820490.0,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234820326.0,Lottery B,No,No,No,No,Yes,No,Yes,Well,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3234820022.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3234819936.0,Lottery B,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234819931.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$150,000+",Graduate degree,New England
3234819429.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3234818717.0,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234818499.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3234818242.0,Lottery A,Yes,No,No,No,Yes,No,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific
3234817851.0,Lottery B,No,No,Yes,No,Yes,No,Yes,Rare,Female,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3234817013.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$150,000+",Bachelor degree,East North Central
3234816708.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,30-44,"$150,000+",Graduate degree,Mountain
3234816090.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$0 - $24,999",High school degree,West North Central
3234816078.0,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Well,Male,30-44,"$0 - $24,999",High school degree,South Atlantic
3234815841.0,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3234815624.0,Lottery B,No,No,No,Yes,Yes,Yes,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3234815283.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3234815142.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Well,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234815061.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234814771.0,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3234814352.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
3234814278.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,18-29,"$0 - $24,999",Bachelor degree,South Atlantic
3234813690.0,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,45-60,"$150,000+",Graduate degree,East South Central
3234813682.0,Lottery A,No,Yes,No,No,No,No,Yes,Medium,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3234813465.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$150,000+",Bachelor degree,Middle Atlantic
3234813345.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,New England
3234811839.0,Lottery A,No,No,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Bachelor degree,New England
3234810697.0,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3234810549.0,Lottery A,No,No,No,No,Yes,Yes,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3234810109.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234809084.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain
3234808432.0,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234807851.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,30-44,"$25,000 - $49,999",Bachelor degree,South Atlantic
3234807795.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234807540.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234807362.0,Lottery A,No,No,Yes,Yes,Yes,No,Yes,Medium,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234807325.0,Lottery A,No,Yes,Yes,Yes,Yes,No,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
3234805307.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
3234804474.0,Lottery B,No,No,No,Yes,Yes,No,Yes,Rare,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234804414.0,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium Well,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3234803960.0,Lottery B,No,No,No,No,Yes,No,Yes,Medium,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3234803833.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3234803688.0,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium Well,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3234803552.0,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3234803474.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,> 60,"$150,000+",Some college or Associate degree,South Atlantic
3234803379.0,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234802714.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234802671.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",Graduate degree,New England
3234802032.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3234801820.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234801517.0,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Medium Well,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234801446.0,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3234800702.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234799316.0,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium,Female,30-44,"$150,000+",Bachelor degree,Mountain
3234798094.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3234797258.0,Lottery A,No,No,No,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",High school degree,East South Central
3234796591.0,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234795992.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3234794766.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3234794417.0,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central
3234794312.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Well,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234793032.0,Lottery B,Yes,Yes,No,No,No,No,Yes,Medium Well,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central
3234793005.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3234792864.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Well,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
3234791203.0,Lottery B,Yes,Yes,Yes,No,No,Yes,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Graduate degree,Mountain
3234791193.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
3234790735.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,45-60,"$150,000+",Graduate degree,East North Central
3234790686.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3234789350.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234789070.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3234789052.0,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Rare,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central
3234788903.0,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$100,000 - $149,999",Bachelor degree,East South Central
3234787566.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234787469.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234787013.0,Lottery A,No,No,Yes,No,Yes,Yes,Yes,Medium,Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
3234786675.0,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium Well,Male,> 60,"$0 - $24,999",Bachelor degree,Pacific
3234786043.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
3234785906.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
3234785679.0,Lottery A,No,No,Yes,No,No,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",High school degree,Mountain
3234785579.0,Lottery A,No,No,No,No,No,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3234785571.0,Lottery B,No,No,No,No,Yes,Yes,Yes,Medium,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3234785120.0,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Rare,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,West North Central
3234785058.0,Lottery B,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234785000.0,Lottery B,No,Yes,No,Yes,Yes,No,Yes,Medium,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central
3234784700.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3234784673.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Rare,Female,18-29,"$50,000 - $99,999",Bachelor degree,New England
3234783141.0,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Female,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
3234782863.0,Lottery A,Yes,No,No,No,Yes,No,Yes,Medium rare,Female,45-60,"$0 - $24,999",Bachelor degree,South Atlantic
3234782700.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,45-60,"$150,000+",Graduate degree,Pacific
3234782029.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain
3234781654.0,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Female,45-60,"$25,000 - $49,999",High school degree,Pacific
3234781534.0,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
3234780665.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234780649.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,18-29,"$25,000 - $49,999",Graduate degree,West North Central
3234779450.0,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Medium,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3234779361.0,Lottery B,No,No,No,No,Yes,No,Yes,Medium Well,Male,> 60,"$100,000 - $149,999",Graduate degree,East South Central
3234778878.0,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234778653.0,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Pacific
3234778651.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Rare,Male,> 60,"$150,000+",Graduate degree,South Atlantic
3234778299.0,Lottery B,No,Yes,No,Yes,Yes,Yes,Yes,Medium Well,Male,45-60,"$150,000+",Bachelor degree,South Atlantic
3234778201.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium Well,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234777660.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium,Female,18-29,"$0 - $24,999",Some college or Associate degree,New England
3234777247.0,Lottery B,No,Yes,Yes,Yes,Yes,No,Yes,Medium,Male,45-60,"$0 - $24,999",Bachelor degree,Pacific
3234776895.0,Lottery B,No,No,No,No,No,No,Yes,Medium rare,Female,45-60,"$0 - $24,999",Some college or Associate degree,West South Central
3234776815.0,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Medium,Female,45-60,"$150,000+",Bachelor degree,New England
3234776702.0,Lottery B,No,No,No,No,No,No,Yes,Medium rare,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3234775816.0,Lottery A,Yes,No,No,No,No,No,Yes,Medium Well,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3234775052.0,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Medium rare,Male,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3234774687.0,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Medium rare,Male,18-29,"$25,000 - $49,999",High school degree,South Atlantic
3234774218.0,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Medium rare,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234773444.0,Lottery A,No,No,No,No,No,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3234772936.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3234772281.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234771955.0,Lottery A,No,No,No,No,Yes,No,Yes,Medium,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England
3234771246.0,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Medium Well,Male,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3234770901.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,45-60,"$150,000+",Graduate degree,Mountain
3234769753.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England
3234769677.0,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium Well,Female,30-44,"$0 - $24,999",Some college or Associate degree,West South Central
3234768064.0,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,30-44,"$100,000 - $149,999",Graduate degree,East North Central
3234767721.0,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234767012.0,Lottery B,No,Yes,No,No,No,Yes,Yes,Well,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
3234765812.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium Well,Male,> 60,"$150,000+",Graduate degree,Pacific
3234764807.0,Lottery A,No,Yes,No,No,Yes,No,Yes,Medium rare,Male,> 60,"$150,000+",Bachelor degree,Middle Atlantic
3234764452.0,Lottery B,Yes,Yes,Yes,Yes,Yes,No,Yes,Medium Well,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3234764005.0,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234763723.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234762638.0,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
3234761879.0,Lottery B,No,Yes,No,No,Yes,No,Yes,Medium Well,Female,> 60,"$100,000 - $149,999",Bachelor degree,West North Central
3234761877.0,Lottery A,No,No,Yes,No,Yes,No,Yes,Medium Well,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3234761827.0,Lottery B,No,No,No,No,Yes,No,Yes,Medium rare,Female,18-29,"$25,000 - $49,999",High school degree,South Atlantic
3234761071.0,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Medium rare,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
